road_addr,building_x,building_y,entrance_x,entrance_y,floor_coun,building_c,x,y,near_r_x,near_r_y,near_rv_x,near_rv_y,dist_r_rv,reco_x,reco_y,reco_dist_m,reco_method
서울특별시 관악구 난곡로 55 207동,"948724.604589","1940183.997066","948634.459528","1940294.620052","1.0","32","948724.604589","1940183.997066","948732.749","1940278.242","948709.664","1940180.680","100.260",,,,
서울특별시 관악구 난곡로 55 209동,"948758.128976","1940134.912005","948634.459528","1940294.620052","1.0","32","948758.128976","1940134.912005","948859.000","1940051.259","948774.748","1940110.381","102.930",,,,
서울특별시 관악구 난곡로 55 220동,"948800.255257","1940076.865337","948634.459528","1940294.620052","1.0","32","948800.255257","1940076.865337","948848.265","1940038.314","948789.536","1940069.015","66.270",,,,
서울특별시 관악구 난곡로 55 219동,"948848.185822","1940110.326497","948634.459528","1940294.620052","1.0","32","948848.185822","1940110.326497","948883.796","1940081.625","948871.024","1940111.453","32.450",,,,
서울특별시 관악구 난곡로 55 211동,"948821.615249","1940211.078289","948634.459528","1940294.620052","1.0","32","948821.615249","1940211.078289","948777.595","1940290.671","948811.221","1940225.324","73.490",,,,
서울특별시 관악구 난곡로 55 210동,"948805.424448","1940168.277116","948634.459528","1940294.620052","1.0","32","948805.424448","1940168.277116","948899.601","1940101.908","948821.662","1940183.653","112.950",,,,
서울특별시 관악구 난곡로 55 205동,"948670.956718","1940189.864436","948634.459528","1940294.620052","1.0","32","948670.956718","1940189.864436","948697.398","1940283.130","948683.527","1940170.190","113.790",,,,
서울특별시 관악구 난곡로 55 206동,"948677.419853","1940243.833931","948634.459528","1940294.620052","1.0","32","948677.419853","1940243.833931","948689.218","1940285.449","948658.443","1940222.270","70.280",,,,
서울특별시 관악구 난곡로 55 223동,"948721.413719","1940010.720659","948634.459528","1940294.620052","1.0","32","948721.413719","1940010.720659","948798.283","1939961.016","948735.202","1940039.392","100.610",,,,
서울특별시 관악구 난곡로 55 222동,"948761.196488","1940003.877823","948634.459528","1940294.620052","1.0","32","948761.196488","1940003.877823","948806.892","1939974.330","948764.192","1940024.568","65.930",,,,
서울특별시 관악구 난곡로 55 226동,"948626.867907","1940026.761576","948634.459528","1940294.620052","1.0","32","948626.867907","1940026.761576","948777.721","1939929.217","948626.999","1940048.047","191.930",,,,
서울특별시 관악구 난곡로 55 225동,"948685.19136","1940033.109161","948634.459528","1940294.620052","1.0","32","948685.19136","1940033.109161","948797.811","1939960.287","948662.349","1940042.504","158.460",,,,
서울특별시 관악구 난곡로 55 232동,"948652.390358","1940087.991635","948634.459528","1940294.620052","1.0","32","948652.390358","1940087.991635","948813.165","1939984.032","948652.246","1940064.535","179.930",,,,
서울특별시 관악구 난곡로 55 224동,"948743.681809","1940074.334328","948634.459528","1940294.620052","1.0","32","948743.681809","1940074.334328","948833.854","1940016.027","948738.484","1940083.975","117.100",,,,
서울특별시 관악구 난곡로 55 221동,"948798.949507","1940026.017057","948634.459528","1940294.620052","1.0","32","948798.949507","1940026.017057","948828.118","1940007.156","948785.685","1940040.746","54.120",,,,
서울특별시 관악구 난곡로 55 217동,"948872.139353","1940207.362777","948634.459528","1940294.620052","1.0","32","948872.139353","1940207.362777","948941.194","1940190.530","948863.018","1940223.008","84.650",,,,
서울특별시 관악구 난곡로 55 218동,"948859.08745","1940157.351181","948634.459528","1940294.620052","1.0","32","948859.08745","1940157.351181","948915.518","1940125.572","948854.628","1940163.147","71.550",,,,
서울특별시 관악구 난곡로 55 231동,"948563.39186","1940106.734395","948634.459528","1940294.620052","1.0","32","948563.39186","1940106.734395","948674.315","1940289.674","948563.322","1940095.373","223.770",,,,
서울특별시 관악구 난곡로 55 204동,"948623.995932","1940154.660029","948634.459528","1940294.620052","1.0","32","948623.995932","1940154.660029","948674.315","1940289.674","948618.113","1940132.648","166.780",,,,
서울특별시 관악구 난곡로 55 229동,"948477.112646","1940070.347622","948634.459528","1940294.620052","1.0","32","948477.112646","1940070.347622","948283.077","1940183.077","948513.234","1940091.688","247.640",,,,
서울특별시 관악구 난곡로 55 228동,"948530.550587","1940049.325639","948634.459528","1940294.620052","1.0","32","948530.550587","1940049.325639","948759.612","1939901.211","948530.670","1940068.613","283.620",,,,
서울특별시 관악구 난곡로 55 227동,"948583.920479","1940048.598353","948634.459528","1940294.620052","1.0","32","948583.920479","1940048.598353","948775.015","1939925.033","948601.586","1940054.528","216.440",,,,
서울특별시 관악구 난곡로 55 202동,"948563.682754","1940211.885852","948634.459528","1940294.620052","1.0","32","948563.682754","1940211.885852","948639.308","1940314.183","948581.272","1940229.403","102.740",,,,
서울특별시 관악구 난곡로 55 203동,"948556.035603","1940172.285612","948634.459528","1940294.620052","1.0","32","948556.035603","1940172.285612","948650.096","1940306.631","948540.423","1940164.083","179.860",,,,
서울특별시 관악구 난곡로 55 201동,"948607.092565","1940245.524145","948634.459528","1940294.620052","1.0","32","948607.092565","1940245.524145","948649.948","1940306.734","948614.736","1940235.520","79.440",,,,
서울특별시 관악구 난곡로 55 230동,"948517.561657","1940108.85793","948634.459528","1940294.620052","1.0","32","948517.561657","1940108.85793","948654.078","1940303.843","948517.464","1940092.994","251.240",,,,
서울특별시 관악구 난곡로 60,"948653.317429","1940343.186478","948650.67237","1940335.775848","1.0","1","948650.67237","1940335.775848","948633.151","1940327.923","948634.023","1940327.601","0.930",,,,
서울특별시 관악구 난곡로 63 301동,"948583.561036","1940365.166674","948610.397295","1940389.075073","1.0","4","948583.561036","1940365.166674","948624.640","1940367.463","948583.475","1940351.212","44.260",,,,
서울특별시 관악구 난곡로 63 303동,"948571.183","1940298.503817","948610.397295","1940389.075073","1.0","4","948571.183","1940298.503817","948633.765","1940326.551","948569.761","1940314.017","65.220",,,,
서울특별시 관악구 난곡로 63 302동,"948547.090565","1940332.359256","948610.397295","1940389.075073","1.0","4","948547.090565","1940332.359256","948625.952","1940343.985","948563.298","1940350.005","62.940",,,,
서울특별시 관악구 난곡로 63 304동,"948538.94315","1940272.45991","948610.397295","1940389.075073","1.0","4","948538.94315","1940272.45991","948638.093","1940316.896","948555.176","1940279.824","90.830",,,,
서울특별시 관악구 난곡로 64,"948640.620936","1940371.006942","948636.707747","1940369.99783","3.0","1","948636.707747","1940369.99783","948624.536","1940369.317","948621.904","1940367.950","2.970",,,,
서울특별시 관악구 난곡로 66 103동,"948695.901163","1940364.785041","948647.211757","1940398.486897","1.0","8","948695.901163","1940364.785041","948625.011","1940360.822","948704.163","1940373.101","80.100",,,,
서울특별시 관악구 난곡로 66 101동,"948738.101464","1940351.550591","948647.211757","1940398.486897","1.0","8","948738.101464","1940351.550591","948759.095","1940283.498","948744.374","1940334.909","53.480",,,,
서울특별시 관악구 난곡로 66 104동,"948714.565195","1940401.580903","948647.211757","1940398.486897","1.0","8","948714.565195","1940401.580903","948624.672","1940407.189","948710.092","1940413.006","85.620",,,,
서울특별시 관악구 난곡로 66 105동,"948664.553429","1940382.766917","948647.211757","1940398.486897","1.0","8","948664.553429","1940382.766917","948623.911","1940380.495","948659.508","1940395.011","38.440",,,,
서울특별시 관악구 난곡로 66 106동,"948696.441198","1940453.670645","948647.211757","1940398.486897","1.0","8","948696.441198","1940453.670645","948622.195","1940448.142","948706.370","1940459.960","85.000",,,,
서울특별시 관악구 난곡로 66 102동,"948686.478864","1940334.069587","948647.211757","1940398.486897","1.0","8","948686.478864","1940334.069587","948661.619","1940298.563","948692.777","1940315.256","35.350",,,,
서울특별시 관악구 난곡로 66 108동,"948667.704589","1940480.750374","948647.211757","1940398.486897","1.0","8","948667.704589","1940480.750374","948620.025","1940477.079","948678.111","1940484.764","58.590",,,,
서울특별시 관악구 난곡로 66 107동,"948656.545057","1940437.128683","948647.211757","1940398.486897","1.0","8","948656.545057","1940437.128683","948623.816","1940431.848","948619.324","1940437.358","7.110",,,,
서울특별시 관악구 난곡로 67,"948599.263378","1940410.989907","948609.633715","1940417.063097","1.0","1","948609.633715","1940417.063097","948625.227","1940416.090","948617.193","1940417.016","8.090",,,,
서울특별시 관악구 난곡로 71,"948597.363305","1940457.720709","948601.74854","1940451.05852","6.0","1","948601.74854","1940451.05852","948621.866","1940452.557","948601.319","1940444.631","22.020",,,,
서울특별시 관악구 난곡로 78 상가동,"948641.123141","1940519.5674","948636.071252","1940522.299997","5.0","1","948641.123141","1940519.5674","948618.113","1940518.988","948648.285","1940526.553","31.110",,,,
서울특별시 관악구 난곡로 80 관리동,"948667.693879","1940528.3841","948645.011043","1940533.072765","2.0","2","948667.693879","1940528.3841","948680.352","1940556.945","948674.003","1940523.399","34.140",,,,
서울특별시 관악구 난곡로 80 201동,"948697.391461","1940519.907261","948645.011043","1940533.072765","15.0","2","948697.391461","1940519.907261","948680.352","1940556.945","948678.691","1940524.701","32.290",,,,
서울특별시 관악구 난곡로 81,"948596.705292","1940544.907373","948602.819495","1940547.302091","1.0","1","948602.819495","1940547.302091","948617.073","1940547.816","948613.316","1940547.237","3.800",,,,
서울특별시 관악구 난곡로 82,"948638.524278","1940550.604092","948636.463478","1940550.136831","1.0","1","948636.463478","1940550.136831","948617.015","1940549.435","948632.687","1940544.623","16.390",,,,
서울특별시 관악구 난곡로 83,"948598.884873","1940564.427084","948601.913826","1940558.037874","1.0","1","948601.913826","1940558.037874","948615.949","1940561.477","948613.383","1940557.967","4.350",,,,
서울특별시 관악구 난곡로 84,"948654.310045","1940568.921124","948647.888945","1940565.936166","5.0","1","948647.888945","1940565.936166","948662.976","1940580.388","948661.337","1940583.388","3.420",,,,
서울특별시 관악구 난곡로 85,"948593.36178","1940595.040897","948601.63538","1940596.468421","3.0","1","948601.63538","1940596.468421","948611.416","1940596.178","948613.285","1940596.397","1.880",,,,
서울특별시 관악구 난곡로 87,"948603.204374","1940606.958131","948603.778146","1940609.226453","1.0","1","948603.778146","1940609.226453","948611.796","1940608.989","948613.030","1940609.169","1.250",,,,
서울특별시 관악구 난곡로 89,"948603.418657","1940616.497529","948604.554464","1940616.139838","1.0","1","948604.554464","1940616.139838","948600.854","1940619.893","948599.399","1940621.048","1.860",,,,
서울특별시 관악구 난곡로 89-1 나동,"948599.721118","1940615.273814","948600.475724","1940617.232035","1.0","1","948599.721118","1940615.273814","948597.970","1940617.050","948596.375","1940618.404","2.090",,,,
서울특별시 관악구 난곡로 89-3 다동,"948599.222843","1940610.129989","948592.387011","1940610.310366","1.0","2","948599.222843","1940610.129989","948595.761","1940615.263","948594.023","1940616.421","2.090",,,,
서울특별시 관악구 난곡로 89-3 가동,"948593.033354","1940608.970126","948592.387011","1940610.310366","1.0","2","948593.033354","1940608.970126","948591.620","1940612.471","948589.991","1940613.118","1.750",,,,
서울특별시 관악구 난곡로 90,"948637.342901","1940627.441268","948633.642786","1940629.713921","1.0","1","948633.642786","1940629.713921","948638.228","1940630.881","948625.524","1940629.764","12.750",,,,
서울특별시 관악구 난곡로 90-7,"948643.385187","1940638.919304","948642.244658","1940637.981678","1.0","2","948642.244658","1940637.981678","948642.167","1940634.785","948626.257","1940640.186","16.800",,,,
